participant_id,group,simplified-category,category,debate_1,debate_2,debate_3,debate_4,debate_1_name,debate_2_name,debate_3_name,debate_4_name,condition_1,condition_2,condition_3,condition_4,debate_1_turn_1,debate_1_turn_2,debate_1_turn_3,debate_1_turn_4,debate_2_turn_1,debate_2_turn_2,debate_2_turn_3,debate_2_turn_4,debate_3_turn_1,debate_3_turn_2,debate_3_turn_3,debate_3_turn_4,debate_4_turn_1,debate_4_turn_2,debate_4_turn_3,debate_4_turn_4
24,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,K,G,J,B,switch,internal_temperature_of_stars,probability_-_expected_number_of_rolls,malt-public_323067_(db_deletion),Honest first,Honest first,Dishonest first,Dishonest first,../stimuli_generation/stimuli/switch/1a759d0ad8be0fd3a3f20d4c857b07eac.html,../stimuli_generation/stimuli/switch/2a63d333c855ceb4749515edde874bf85.html,../stimuli_generation/stimuli/switch/39723d6ce3beed9c09af1043d2cb5766b.html,../stimuli_generation/stimuli/switch/442f78a27cd1045313485402d96d15ffc.html,../stimuli_generation/stimuli/internal_temperature_of_stars/1a68dd4e9ac4c555fab121ae44f2439fc.html,../stimuli_generation/stimuli/internal_temperature_of_stars/2ecef6ef223009f9d6892ea449bdab478.html,../stimuli_generation/stimuli/internal_temperature_of_stars/38a61fca5ab3aaf0ebd7ff6b7031fbf35.html,../stimuli_generation/stimuli/internal_temperature_of_stars/42c2e501a240193cc3ce71d0bc6795f35.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/5487d494273ac9534b0d43f8e6c0b5884.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/6bbe3bd25f59cda8702deee954db97d10.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/71b91484289bdbe62d52d8f9b78847c44.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/8fe9e091fabded9a190ea49c3665461f2.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/55ab22ee2d6fd45f7ac5a2dd566e72527.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/6e1be7ee62eddcd092974782b8f90a308.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/719b8def9d652114079b6022cef6b5d62.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/86a1bf26f6176dc64a4eb2d0e1cd9253c.html
25,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,G,D,E,K,internal_temperature_of_stars,malt-public_339242_(prefix-sum),early_universe_galaxies,switch,Dishonest first,Dishonest first,Honest first,Dishonest first,../stimuli_generation/stimuli/internal_temperature_of_stars/50d18fa0dbccfafaca3a15a4f0bb0ec68.html,../stimuli_generation/stimuli/internal_temperature_of_stars/6acc237a3f7789b7063c2a779f71427ec.html,../stimuli_generation/stimuli/internal_temperature_of_stars/72ed27e982540e2b197d239699405695c.html,../stimuli_generation/stimuli/internal_temperature_of_stars/8b876d0b2834e5009186117b7b3ed54d7.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/5c630da2a77dc557201d96fa1c51fff03.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/62c496e213a2634b457cb9ea204611656.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/745737501107aa9cbf853302523a32f87.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/80cb7cdefc7431d850f7fc919e7831aae.html,../stimuli_generation/stimuli/early_universe_galaxies/193582e6ff6fb62bb46eba2414ec52e6a.html,../stimuli_generation/stimuli/early_universe_galaxies/20e319315a95c12ddc9041e2dba9f2221.html,../stimuli_generation/stimuli/early_universe_galaxies/3af8b1d3cd1400bf1b1f1e8cdfb21816c.html,../stimuli_generation/stimuli/early_universe_galaxies/482faabd7d8dcb8f2a19f56034b75f39d.html,../stimuli_generation/stimuli/switch/58f5c61d46eddcc0f1084e3217ac49943.html,../stimuli_generation/stimuli/switch/6f691d4e5a9cd81fc4876b06513f704d6.html,../stimuli_generation/stimuli/switch/750655c6f673763da680a3197adc3c572.html,../stimuli_generation/stimuli/switch/8fa6ea93d92cd452dda5b8c657e383c51.html
26,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,A,E,I,B,malt-public_306440_(rust),early_universe_galaxies,little_red_dots,malt-public_323067_(db_deletion),Dishonest first,Dishonest first,Dishonest first,Dishonest first,../stimuli_generation/stimuli/malt-public_306440_(rust)/5f445958982189afa3c8df1d2160b8355.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/61953e00644f41f4560ea7610aa471591.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/706f0d4d9fdc993e15a363be2ccd84433.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/87ea9809823e2c1fae78a243d637e7c7c.html,../stimuli_generation/stimuli/early_universe_galaxies/58b058326d1a32b683c18d433957b2910.html,../stimuli_generation/stimuli/early_universe_galaxies/6e8724828c22ae1692686a17820d4902c.html,../stimuli_generation/stimuli/early_universe_galaxies/7f88706432a3501ed24ef1e73c234981f.html,../stimuli_generation/stimuli/early_universe_galaxies/86a0e63a86a39d0396cf809b725f5bddc.html,../stimuli_generation/stimuli/little_red_dots/52108559b2155bc4088aa6158c187b085.html,../stimuli_generation/stimuli/little_red_dots/69ef48f0f713ef0043d3d72bfd22dcc71.html,../stimuli_generation/stimuli/little_red_dots/7cef9e77f90199535ca13007b5de746d4.html,../stimuli_generation/stimuli/little_red_dots/84017c8cdf4ffdf1ce354d11f5312069a.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/55ab22ee2d6fd45f7ac5a2dd566e72527.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/6e1be7ee62eddcd092974782b8f90a308.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/719b8def9d652114079b6022cef6b5d62.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/86a1bf26f6176dc64a4eb2d0e1cd9253c.html
27,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,L,A,K,H,bergs,malt-public_306440_(rust),switch,large_linear_structure,Honest first,Dishonest first,Dishonest first,Dishonest first,../stimuli_generation/stimuli/bergs/1ec96addb30c3e2998283d063005b1c2e.html,../stimuli_generation/stimuli/bergs/23c2eb4a39265f53271f091814e086bd2.html,../stimuli_generation/stimuli/bergs/3a48858db6018450b22b968bcf1a1d0ae.html,../stimuli_generation/stimuli/bergs/4de9706fc51e9f8d607dafa3f8cc0c0c7.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/5f445958982189afa3c8df1d2160b8355.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/61953e00644f41f4560ea7610aa471591.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/706f0d4d9fdc993e15a363be2ccd84433.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/87ea9809823e2c1fae78a243d637e7c7c.html,../stimuli_generation/stimuli/switch/58f5c61d46eddcc0f1084e3217ac49943.html,../stimuli_generation/stimuli/switch/6f691d4e5a9cd81fc4876b06513f704d6.html,../stimuli_generation/stimuli/switch/750655c6f673763da680a3197adc3c572.html,../stimuli_generation/stimuli/switch/8fa6ea93d92cd452dda5b8c657e383c51.html,../stimuli_generation/stimuli/large_linear_structure/54b961c101e37e4565f9ad4d75135ac1c.html,../stimuli_generation/stimuli/large_linear_structure/6d5b14f790467cc10bb7cd52944043905.html,../stimuli_generation/stimuli/large_linear_structure/70384d6aa947d8e5808343963f14ed5b2.html,../stimuli_generation/stimuli/large_linear_structure/83fb615cee60e5b17499c00915f3c764d.html
28,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,H,C,G,L,large_linear_structure,malt-public_338159_(orm_library),internal_temperature_of_stars,bergs,Honest first,Honest first,Honest first,Dishonest first,../stimuli_generation/stimuli/large_linear_structure/1a9229c778dd5ad68aa678ad1a3a1545c.html,../stimuli_generation/stimuli/large_linear_structure/2ba18d32c1bea3c4cda9ccab103ae9b87.html,../stimuli_generation/stimuli/large_linear_structure/36cb45d6b71dd33e46a824897078356f1.html,../stimuli_generation/stimuli/large_linear_structure/4baaae8f092a6c4f35e56a0dde1d4427c.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/17920240f5f073559a5ed401319b5e62b.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/22f76adc7f15ee8b6841eb49ee45353ee.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/3d705fa836c79451ee0f9d8ce379b96e8.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/445ac9b322981abbb9c2f00d40328b9a0.html,../stimuli_generation/stimuli/internal_temperature_of_stars/1a68dd4e9ac4c555fab121ae44f2439fc.html,../stimuli_generation/stimuli/internal_temperature_of_stars/2ecef6ef223009f9d6892ea449bdab478.html,../stimuli_generation/stimuli/internal_temperature_of_stars/38a61fca5ab3aaf0ebd7ff6b7031fbf35.html,../stimuli_generation/stimuli/internal_temperature_of_stars/42c2e501a240193cc3ce71d0bc6795f35.html,../stimuli_generation/stimuli/bergs/570175298c79e31dc16925dd8ec29b7b1.html,../stimuli_generation/stimuli/bergs/68fcbe020d2a52b71c098e5622a5e16ce.html,../stimuli_generation/stimuli/bergs/77f42883a291a15acc049e132d2ca8aeb.html,../stimuli_generation/stimuli/bergs/8e72c969d543983ae0a78671f484d4f78.html
29,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,E,C,H,F,early_universe_galaxies,malt-public_338159_(orm_library),large_linear_structure,gravitational_lens_modelling,Dishonest first,Dishonest first,Dishonest first,Dishonest first,../stimuli_generation/stimuli/early_universe_galaxies/58b058326d1a32b683c18d433957b2910.html,../stimuli_generation/stimuli/early_universe_galaxies/6e8724828c22ae1692686a17820d4902c.html,../stimuli_generation/stimuli/early_universe_galaxies/7f88706432a3501ed24ef1e73c234981f.html,../stimuli_generation/stimuli/early_universe_galaxies/86a0e63a86a39d0396cf809b725f5bddc.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/593165222a27b54e9a6f017dd92bb1afc.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/6ddf485a8c75f07042629f298312b1108.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/71daf7c65c3d92c775fe3a9f90efeb3a9.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/89b829459305d780c5545baf00f103c7d.html,../stimuli_generation/stimuli/large_linear_structure/54b961c101e37e4565f9ad4d75135ac1c.html,../stimuli_generation/stimuli/large_linear_structure/6d5b14f790467cc10bb7cd52944043905.html,../stimuli_generation/stimuli/large_linear_structure/70384d6aa947d8e5808343963f14ed5b2.html,../stimuli_generation/stimuli/large_linear_structure/83fb615cee60e5b17499c00915f3c764d.html,../stimuli_generation/stimuli/gravitational_lens_modelling/517790f7b9a120ef4566e8cddfc79e1c7.html,../stimuli_generation/stimuli/gravitational_lens_modelling/6d2f82c14c45ad076bd3e525e131b61e5.html,../stimuli_generation/stimuli/gravitational_lens_modelling/79d57b37400490993aae5f98ea9ccf9c8.html,../stimuli_generation/stimuli/gravitational_lens_modelling/8d5bcb48bdf966af4ff24fe299fa7e505.html
30,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,A,K,F,C,malt-public_306440_(rust),switch,gravitational_lens_modelling,malt-public_338159_(orm_library),Honest first,Honest first,Honest first,Honest first,../stimuli_generation/stimuli/malt-public_306440_(rust)/147d927b3db0870b8699aa82dfcd49384.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/2c6e7893f573b5e4c4cd6b8ad39749c89.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/3fedc1b3847dc4d8873cd4ec39f7d9f62.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/472e754fcaa044810a454b8c0b66baa3d.html,../stimuli_generation/stimuli/switch/1a759d0ad8be0fd3a3f20d4c857b07eac.html,../stimuli_generation/stimuli/switch/2a63d333c855ceb4749515edde874bf85.html,../stimuli_generation/stimuli/switch/39723d6ce3beed9c09af1043d2cb5766b.html,../stimuli_generation/stimuli/switch/442f78a27cd1045313485402d96d15ffc.html,../stimuli_generation/stimuli/gravitational_lens_modelling/1111faed0eaa4d1decf57d60a6d5572bb.html,../stimuli_generation/stimuli/gravitational_lens_modelling/2cd15320d7eaa0e1c26999a6697a30878.html,../stimuli_generation/stimuli/gravitational_lens_modelling/341e7d8119aa2b1b84dd8aed8fe207502.html,../stimuli_generation/stimuli/gravitational_lens_modelling/4c56d2095869305bb542cae96fcfb5aec.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/17920240f5f073559a5ed401319b5e62b.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/22f76adc7f15ee8b6841eb49ee45353ee.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/3d705fa836c79451ee0f9d8ce379b96e8.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/445ac9b322981abbb9c2f00d40328b9a0.html
31,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,D,F,B,H,malt-public_339242_(prefix-sum),gravitational_lens_modelling,malt-public_323067_(db_deletion),large_linear_structure,Honest first,Honest first,Honest first,Honest first,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/199248de06c559a07cecb4fc8485f27d6.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/2ba0761e9d476bd7399e4e3f1c4a09eda.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/3cf1c4746846bac8d9d6f3bb2278e7dc7.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/4f3bb19efcf8424cc019d49b5155b2749.html,../stimuli_generation/stimuli/gravitational_lens_modelling/1111faed0eaa4d1decf57d60a6d5572bb.html,../stimuli_generation/stimuli/gravitational_lens_modelling/2cd15320d7eaa0e1c26999a6697a30878.html,../stimuli_generation/stimuli/gravitational_lens_modelling/341e7d8119aa2b1b84dd8aed8fe207502.html,../stimuli_generation/stimuli/gravitational_lens_modelling/4c56d2095869305bb542cae96fcfb5aec.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/11eced01f9078e6307a92140c918e61ae.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/24ce42d7837681c2d4be6910210f083f7.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/341f5d07aa138c457b379451f6bc1399b.html,../stimuli_generation/stimuli/malt-public_323067_(db_deletion)/4cbb04d1c3c0eafca59555c1c9276c5a4.html,../stimuli_generation/stimuli/large_linear_structure/1a9229c778dd5ad68aa678ad1a3a1545c.html,../stimuli_generation/stimuli/large_linear_structure/2ba18d32c1bea3c4cda9ccab103ae9b87.html,../stimuli_generation/stimuli/large_linear_structure/36cb45d6b71dd33e46a824897078356f1.html,../stimuli_generation/stimuli/large_linear_structure/4baaae8f092a6c4f35e56a0dde1d4427c.html
32,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,E,H,D,I,early_universe_galaxies,large_linear_structure,malt-public_339242_(prefix-sum),little_red_dots,Honest first,Dishonest first,Dishonest first,Honest first,../stimuli_generation/stimuli/early_universe_galaxies/193582e6ff6fb62bb46eba2414ec52e6a.html,../stimuli_generation/stimuli/early_universe_galaxies/20e319315a95c12ddc9041e2dba9f2221.html,../stimuli_generation/stimuli/early_universe_galaxies/3af8b1d3cd1400bf1b1f1e8cdfb21816c.html,../stimuli_generation/stimuli/early_universe_galaxies/482faabd7d8dcb8f2a19f56034b75f39d.html,../stimuli_generation/stimuli/large_linear_structure/54b961c101e37e4565f9ad4d75135ac1c.html,../stimuli_generation/stimuli/large_linear_structure/6d5b14f790467cc10bb7cd52944043905.html,../stimuli_generation/stimuli/large_linear_structure/70384d6aa947d8e5808343963f14ed5b2.html,../stimuli_generation/stimuli/large_linear_structure/83fb615cee60e5b17499c00915f3c764d.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/5c630da2a77dc557201d96fa1c51fff03.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/62c496e213a2634b457cb9ea204611656.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/745737501107aa9cbf853302523a32f87.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/80cb7cdefc7431d850f7fc919e7831aae.html,../stimuli_generation/stimuli/little_red_dots/10fe7671461cd8c60c72cc2e00b7ede41.html,../stimuli_generation/stimuli/little_red_dots/2da2945204a59fbec3274c76d1ba9cac0.html,../stimuli_generation/stimuli/little_red_dots/3dc67d5f2fade2a798890bda2662612a0.html,../stimuli_generation/stimuli/little_red_dots/4a6b3c61ed9e13df93beaa28d6a51bea0.html
33,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,G,J,H,I,internal_temperature_of_stars,probability_-_expected_number_of_rolls,large_linear_structure,little_red_dots,Dishonest first,Honest first,Honest first,Honest first,../stimuli_generation/stimuli/internal_temperature_of_stars/50d18fa0dbccfafaca3a15a4f0bb0ec68.html,../stimuli_generation/stimuli/internal_temperature_of_stars/6acc237a3f7789b7063c2a779f71427ec.html,../stimuli_generation/stimuli/internal_temperature_of_stars/72ed27e982540e2b197d239699405695c.html,../stimuli_generation/stimuli/internal_temperature_of_stars/8b876d0b2834e5009186117b7b3ed54d7.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/174afa5239be0a1c450ab323c76ed9d92.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/2a240e29f6e0601e662c56efd65292fd7.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/3e6dd7b7d2ec07986ff39dd1a785e8b97.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/45c6a824d8ce477b816c82c28342d885b.html,../stimuli_generation/stimuli/large_linear_structure/1a9229c778dd5ad68aa678ad1a3a1545c.html,../stimuli_generation/stimuli/large_linear_structure/2ba18d32c1bea3c4cda9ccab103ae9b87.html,../stimuli_generation/stimuli/large_linear_structure/36cb45d6b71dd33e46a824897078356f1.html,../stimuli_generation/stimuli/large_linear_structure/4baaae8f092a6c4f35e56a0dde1d4427c.html,../stimuli_generation/stimuli/little_red_dots/10fe7671461cd8c60c72cc2e00b7ede41.html,../stimuli_generation/stimuli/little_red_dots/2da2945204a59fbec3274c76d1ba9cac0.html,../stimuli_generation/stimuli/little_red_dots/3dc67d5f2fade2a798890bda2662612a0.html,../stimuli_generation/stimuli/little_red_dots/4a6b3c61ed9e13df93beaa28d6a51bea0.html
34,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,D,I,L,C,malt-public_339242_(prefix-sum),little_red_dots,bergs,malt-public_338159_(orm_library),Honest first,Dishonest first,Honest first,Dishonest first,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/199248de06c559a07cecb4fc8485f27d6.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/2ba0761e9d476bd7399e4e3f1c4a09eda.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/3cf1c4746846bac8d9d6f3bb2278e7dc7.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/4f3bb19efcf8424cc019d49b5155b2749.html,../stimuli_generation/stimuli/little_red_dots/52108559b2155bc4088aa6158c187b085.html,../stimuli_generation/stimuli/little_red_dots/69ef48f0f713ef0043d3d72bfd22dcc71.html,../stimuli_generation/stimuli/little_red_dots/7cef9e77f90199535ca13007b5de746d4.html,../stimuli_generation/stimuli/little_red_dots/84017c8cdf4ffdf1ce354d11f5312069a.html,../stimuli_generation/stimuli/bergs/1ec96addb30c3e2998283d063005b1c2e.html,../stimuli_generation/stimuli/bergs/23c2eb4a39265f53271f091814e086bd2.html,../stimuli_generation/stimuli/bergs/3a48858db6018450b22b968bcf1a1d0ae.html,../stimuli_generation/stimuli/bergs/4de9706fc51e9f8d607dafa3f8cc0c0c7.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/593165222a27b54e9a6f017dd92bb1afc.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/6ddf485a8c75f07042629f298312b1108.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/71daf7c65c3d92c775fe3a9f90efeb3a9.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/89b829459305d780c5545baf00f103c7d.html
35,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs,F,E,L,G,gravitational_lens_modelling,early_universe_galaxies,bergs,internal_temperature_of_stars,Dishonest first,Honest first,Dishonest first,Honest first,../stimuli_generation/stimuli/gravitational_lens_modelling/517790f7b9a120ef4566e8cddfc79e1c7.html,../stimuli_generation/stimuli/gravitational_lens_modelling/6d2f82c14c45ad076bd3e525e131b61e5.html,../stimuli_generation/stimuli/gravitational_lens_modelling/79d57b37400490993aae5f98ea9ccf9c8.html,../stimuli_generation/stimuli/gravitational_lens_modelling/8d5bcb48bdf966af4ff24fe299fa7e505.html,../stimuli_generation/stimuli/early_universe_galaxies/193582e6ff6fb62bb46eba2414ec52e6a.html,../stimuli_generation/stimuli/early_universe_galaxies/20e319315a95c12ddc9041e2dba9f2221.html,../stimuli_generation/stimuli/early_universe_galaxies/3af8b1d3cd1400bf1b1f1e8cdfb21816c.html,../stimuli_generation/stimuli/early_universe_galaxies/482faabd7d8dcb8f2a19f56034b75f39d.html,../stimuli_generation/stimuli/bergs/570175298c79e31dc16925dd8ec29b7b1.html,../stimuli_generation/stimuli/bergs/68fcbe020d2a52b71c098e5622a5e16ce.html,../stimuli_generation/stimuli/bergs/77f42883a291a15acc049e132d2ca8aeb.html,../stimuli_generation/stimuli/bergs/8e72c969d543983ae0a78671f484d4f78.html,../stimuli_generation/stimuli/internal_temperature_of_stars/1a68dd4e9ac4c555fab121ae44f2439fc.html,../stimuli_generation/stimuli/internal_temperature_of_stars/2ecef6ef223009f9d6892ea449bdab478.html,../stimuli_generation/stimuli/internal_temperature_of_stars/38a61fca5ab3aaf0ebd7ff6b7031fbf35.html,../stimuli_generation/stimuli/internal_temperature_of_stars/42c2e501a240193cc3ce71d0bc6795f35.html
36,novice,not-expert-in-physics-math-software-or-cs,not-expert-in-physics-math-software-or-cs+self-assessed-physics-knowledge,A,C,J,D,malt-public_306440_(rust),malt-public_338159_(orm_library),probability_-_expected_number_of_rolls,malt-public_339242_(prefix-sum),Honest first,Honest first,Honest first,Dishonest first,../stimuli_generation/stimuli/malt-public_306440_(rust)/147d927b3db0870b8699aa82dfcd49384.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/2c6e7893f573b5e4c4cd6b8ad39749c89.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/3fedc1b3847dc4d8873cd4ec39f7d9f62.html,../stimuli_generation/stimuli/malt-public_306440_(rust)/472e754fcaa044810a454b8c0b66baa3d.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/17920240f5f073559a5ed401319b5e62b.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/22f76adc7f15ee8b6841eb49ee45353ee.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/3d705fa836c79451ee0f9d8ce379b96e8.html,../stimuli_generation/stimuli/malt-public_338159_(orm_library)/445ac9b322981abbb9c2f00d40328b9a0.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/174afa5239be0a1c450ab323c76ed9d92.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/2a240e29f6e0601e662c56efd65292fd7.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/3e6dd7b7d2ec07986ff39dd1a785e8b97.html,../stimuli_generation/stimuli/probability_-_expected_number_of_rolls/45c6a824d8ce477b816c82c28342d885b.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/5c630da2a77dc557201d96fa1c51fff03.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/62c496e213a2634b457cb9ea204611656.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/745737501107aa9cbf853302523a32f87.html,../stimuli_generation/stimuli/malt-public_339242_(prefix-sum)/80cb7cdefc7431d850f7fc919e7831aae.html
