participant_id,transcript,question,domain,order,y_primary,y_secondary,y_sign
p-0001,11,Little Red Dots,astrophysics,0,1.734601055388106,0.8873031950009029,1.0
p-0002,16,Database deletion,coding,0,-0.8472978603872036,-0.8472978603872036,0.0
p-0003,20,Prefix-sum,coding,1,-2.94443897916644,-1.84582669049833,0.0
p-0004,13,Rust,coding,1,0.6190392084062236,0.6190392084062236,1.0
p-0005,8,Internal Temperature of Stars,brainteasers,1,2.19722457733622,1.578185368929996,1.0
p-0006,11,Little Red Dots,astrophysics,0,1.658228076603532,0.8109302162163288,1.0
p-0007,8,Internal Temperature of Stars,brainteasers,0,-0.0800427076735365,0.9145798674705254,1.0
p-0008,19,Prefix-sum,coding,1,1.734601055388106,1.533930359925955,1.0
p-0009,14,Rust,coding,1,0.8472978603872034,0.8472978603872034,1.0
p-0010,18,ORM library,coding,0,-0.8472978603872036,-0.8472978603872036,0.0
p-0011,9,Large Linear Structure,astrophysics,1,1.386294361119891,2.005333569526115,1.0
p-0012,23,Switch,brainteasers,1,-0.8953840470548413,-0.3200199021512795,0.0
p-0013,18,ORM library,coding,0,1.815289966638249,0.6626104566998634,1.0
p-0014,13,Rust,coding,0,4.595119850134589,4.595119850134589,1.0
p-0015,5,Graviational Lens Modelling,astrophysics,0,2.19722457733622,0.8109302162163288,1.0
p-0016,10,Large Linear Structure,astrophysics,1,-1.09861228866811,0.0,
p-0017,7,Internal Temperature of Stars,brainteasers,1,2.19722457733622,2.397895272798371,1.0
p-0018,23,Switch,brainteasers,0,1.09861228866811,-0.287682072451781,0.0
p-0019,8,Internal Temperature of Stars,brainteasers,0,3.891820298110626,2.157219242722519,1.0
p-0020,2,Bergs,brainteasers,0,0.8472978603872034,1.694595720774407,1.0
p-0021,14,Rust,coding,1,0.5753641449035619,0.1698990367953977,1.0
p-0022,2,Bergs,brainteasers,0,-0.8472978603872036,0.4183685129440723,1.0
p-0023,1,Bergs,brainteasers,1,-2.197224577336219,-1.578185368929996,0.0
p-0024,23,Switch,brainteasers,1,1.208311205924534,2.793938469664916,1.0
p-0025,8,Internal Temperature of Stars,brainteasers,1,-0.3227733922630512,0.04119198493836074,1.0
p-0026,11,Little Red Dots,astrophysics,1,-1.386294361119891,-1.791759469228055,0.0
p-0027,2,Bergs,brainteasers,0,0.0,0.4054651081081643,1.0
p-0028,12,Little Red Dots,astrophysics,1,0.6190392084062236,0.4183685129440722,1.0
p-0029,8,Internal Temperature of Stars,brainteasers,1,1.09861228866811,1.299282984130261,1.0
p-0030,2,Bergs,brainteasers,0,2.19722457733622,3.044522437723423,1.0
p-0031,1,Bergs,brainteasers,1,1.386294361119891,-1.200394982978052,0.0
p-0032,12,Little Red Dots,astrophysics,0,1.09861228866811,0.6931471805599456,1.0
p-0033,9,Large Linear Structure,astrophysics,1,1.152679509938386,1.55814461804655,1.0
p-0034,24,Switch,brainteasers,0,0.2006706954621514,-0.2047944126460128,0.0
p-0035,16,Database deletion,coding,0,-1.386294361119891,-1.185623665657739,0.0
p-0036,9,Large Linear Structure,astrophysics,0,1.09861228866811,1.761906506078374,1.0
p-0037,22,Probability puzzle,brainteasers,0,-4.59511985013459,0.0,
p-0038,13,Rust,coding,1,-1.734601055388106,-2.35364026379433,0.0
p-0039,4,Early Universe Galaxies,astrophysics,0,0.2006706954621514,0.0,
p-0040,24,Switch,brainteasers,0,2.19722457733622,0.4626235219481132,1.0
p-0041,6,Graviational Lens Modelling,astrophysics,1,1.208311205924534,1.962083008300914,1.0
p-0042,23,Switch,brainteasers,1,1.09861228866811,0.4795730802618862,1.0
p-0043,4,Early Universe Galaxies,astrophysics,0,1.386294361119891,0.0,
p-0044,10,Large Linear Structure,astrophysics,0,-0.3227733922630512,0.08269171584511309,1.0
p-0045,3,Early Universe Galaxies,astrophysics,1,-0.7537718023763801,-0.9544424978385315,0.0
p-0046,11,Little Red Dots,astrophysics,1,0.4054651081081642,0.4054651081081642,1.0
p-0047,19,Prefix-sum,coding,0,2.944438979166439,2.412222165419131,1.0
p-0048,3,Early Universe Galaxies,astrophysics,0,0.4054651081081642,0.4054651081081642,1.0
p-0049,3,Early Universe Galaxies,astrophysics,0,1.09861228866811,0.4795730802618862,1.0
p-0050,14,Rust,coding,0,-0.8001193001121131,-1.332336113859421,0.0
p-0051,17,ORM library,coding,0,1.386294361119891,0.0,
p-0052,10,Large Linear Structure,astrophysics,1,0.8472978603872034,1.047968555849355,1.0
p-0053,8,Internal Temperature of Stars,brainteasers,0,0.4054651081081642,0.3254224004346277,1.0
p-0054,2,Bergs,brainteasers,1,-0.6190392084062235,0.04425500900404045,1.0
p-0055,16,Database deletion,coding,1,-0.7081850579244856,-0.0891458495182621,0.0
p-0056,11,Little Red Dots,astrophysics,1,-0.2006706954621512,0.204794412646013,1.0
p-0057,24,Switch,brainteasers,0,0.3639653772014115,0.3239600425877123,1.0
p-0058,22,Probability puzzle,brainteasers,1,-1.815289966638249,0.38193461069797,1.0
p-0059,5,Graviational Lens Modelling,astrophysics,1,0.2818511521409875,0.08118045667883608,1.0
p-0060,13,Rust,coding,0,2.751535313041948,2.751535313041948,1.0
p-0061,15,Database deletion,coding,0,-0.4054651081081643,-0.204794412646013,0.0
p-0062,3,Early Universe Galaxies,astrophysics,0,-0.9946225751440619,-2.319547989887661,0.0
p-0063,7,Internal Temperature of Stars,brainteasers,0,0.2006706954621514,0.6061358035703157,1.0
p-0064,12,Little Red Dots,astrophysics,0,-0.4054651081081643,0.0,
p-0065,11,Little Red Dots,astrophysics,1,0.3227733922630509,-0.08269171584511337,0.0
p-0066,4,Early Universe Galaxies,astrophysics,1,0.2006706954621514,0.2006706954621514,1.0
p-0067,1,Bergs,brainteasers,1,-2.197224577336219,-1.349926716949016,0.0
p-0068,12,Little Red Dots,astrophysics,1,0.4054651081081642,0.2047944126460128,1.0
p-0069,5,Graviational Lens Modelling,astrophysics,0,-2.197224577336219,-1.996553881874068,0.0
p-0070,1,Bergs,brainteasers,1,1.09861228866811,1.380463440809098,1.0
p-0071,12,Little Red Dots,astrophysics,0,0.0,0.0,
p-0072,17,ORM library,coding,1,1.386294361119891,1.386294361119891,1.0
p-0073,19,Prefix-sum,coding,0,-1.658228076603532,-2.063693184711696,0.0
p-0074,21,Probability puzzle,brainteasers,1,-1.09861228866811,0.0,
p-0075,7,Internal Temperature of Stars,brainteasers,0,1.734601055388106,1.734601055388106,1.0
p-0076,24,Switch,brainteasers,0,-0.6190392084062235,-0.2135741002980592,0.0
p-0077,11,Little Red Dots,astrophysics,0,0.2006706954621514,-0.2047944126460128,0.0
p-0078,2,Bergs,brainteasers,0,0.7537718023763803,0.7537718023763803,1.0
p-0079,14,Rust,coding,1,4.595119850134589,2.860518794746483,1.0
p-0080,16,Database deletion,coding,1,-2.197224577336219,-1.578185368929996,0.0
p-0081,16,Database deletion,coding,0,-4.59511985013459,-3.49650756146648,0.0
p-0082,4,Early Universe Galaxies,astrophysics,0,0.0,1.386294361119891,1.0
p-0083,2,Bergs,brainteasers,1,-0.2818511521409879,-0.2818511521409879,0.0
p-0084,8,Internal Temperature of Stars,brainteasers,0,0.0,-0.2006706954621514,0.0
p-0085,7,Internal Temperature of Stars,brainteasers,0,0.5753641449035619,0.3746934494414105,1.0
p-0086,19,Prefix-sum,coding,1,0.4054651081081642,0.4054651081081642,1.0
p-0087,4,Early Universe Galaxies,astrophysics,0,-1.386294361119891,-3.120895416507997,0.0
p-0088,18,ORM library,coding,0,-2.197224577336219,-1.791759469228055,0.0
p-0089,24,Switch,brainteasers,0,0.2006706954621514,0.6061358035703157,1.0
p-0090,5,Graviational Lens Modelling,astrophysics,0,-1.09861228866811,-1.299282984130261,0.0
p-0091,18,ORM library,coding,0,-0.8472978603872036,0.2513144282809062,1.0
p-0092,9,Large Linear Structure,astrophysics,1,0.8472978603872034,0.8472978603872034,1.0
p-0093,7,Internal Temperature of Stars,brainteasers,1,0.2006706954621514,-0.2047944126460128,0.0
p-0094,24,Switch,brainteasers,1,-0.1201443118420633,0.3694039134766425,1.0
p-0095,12,Little Red Dots,astrophysics,1,1.208311205924534,0.2638495970836829,1.0
p-0096,24,Switch,brainteasers,0,1.734601055388106,0.8873031950009029,1.0
p-0097,19,Prefix-sum,coding,1,0.4054651081081642,0.0,
p-0098,10,Large Linear Structure,astrophysics,1,-0.4054651081081643,-0.4054651081081643,0.0
p-0099,4,Early Universe Galaxies,astrophysics,1,0.4473122180436648,0.04184710993550061,1.0
p-0100,22,Probability puzzle,brainteasers,0,-4.59511985013459,-9.190239700269178,0.0
p-0101,14,Rust,coding,0,2.751535313041948,2.132496104635724,1.0
p-0102,7,Internal Temperature of Stars,brainteasers,1,1.734601055388106,1.734601055388106,1.0
p-0103,17,ORM library,coding,0,0.0,0.0,
p-0104,15,Database deletion,coding,0,-0.6190392084062235,0.2282586519809801,1.0
p-0105,19,Prefix-sum,coding,0,-0.2006706954621512,-0.6061358035703155,0.0
p-0106,18,ORM library,coding,0,-3.891820298110626,-3.609969145969639,0.0
p-0107,17,ORM library,coding,0,0.7537718023763803,0.8338145100499168,1.0
p-0108,6,Graviational Lens Modelling,astrophysics,0,-1.09861228866811,-1.09861228866811,0.0
p-0109,10,Large Linear Structure,astrophysics,1,0.0,0.5322168137473082,1.0
p-0110,5,Graviational Lens Modelling,astrophysics,0,0.8472978603872034,1.466337068793427,1.0
p-0111,6,Graviational Lens Modelling,astrophysics,0,-0.3227733922630512,-0.7282385003712154,0.0
p-0112,12,Little Red Dots,astrophysics,1,-0.3227733922630512,-0.5234440877252026,0.0
p-0113,10,Large Linear Structure,astrophysics,1,0.0,0.0,
p-0114,22,Probability puzzle,brainteasers,1,-1.386294361119891,-0.4909103140650493,0.0
p-0115,5,Graviational Lens Modelling,astrophysics,0,-0.2006706954621512,-0.2006706954621512,0.0
p-0116,9,Large Linear Structure,astrophysics,0,-0.1201443118420633,0.2438210653593486,1.0
p-0117,17,ORM library,coding,0,1.09861228866811,1.717651497074333,1.0
p-0118,18,ORM library,coding,0,0.9444616088408513,0.9444616088408513,1.0
p-0119,23,Switch,brainteasers,0,1.152679509938386,0.5773153650348236,1.0
p-0120,3,Early Universe Galaxies,astrophysics,0,0.08004270767353656,0.08004270767353656,1.0
p-0121,7,Internal Temperature of Stars,brainteasers,0,0.2006706954621514,-0.646627164925052,0.0
p-0122,24,Switch,brainteasers,1,-0.2006706954621512,0.204794412646013,1.0
p-0123,7,Internal Temperature of Stars,brainteasers,0,-0.4054651081081643,0.0,
p-0124,17,ORM library,coding,1,0.0,-0.4054651081081642,0.0
p-0125,8,Internal Temperature of Stars,brainteasers,1,0.6190392084062236,0.6190392084062236,1.0
p-0126,12,Little Red Dots,astrophysics,1,-2.197224577336219,-0.8109302162163285,0.0
p-0127,8,Internal Temperature of Stars,brainteasers,1,0.6190392084062236,-0.4795730802618862,0.0
p-0128,6,Graviational Lens Modelling,astrophysics,0,1.386294361119891,2.005333569526115,1.0
p-0129,17,ORM library,coding,1,3.178053830347945,-1.417066019786644,0.0
p-0130,22,Probability puzzle,brainteasers,0,-4.59511985013459,-6.329720905522696,0.0
p-0131,6,Graviational Lens Modelling,astrophysics,1,0.6190392084062236,-0.04425500900404067,0.0
p-0132,7,Internal Temperature of Stars,brainteasers,1,0.6190392084062236,0.5790338737925245,1.0
p-0133,13,Rust,coding,1,0.0,0.0,
p-0134,18,ORM library,coding,0,0.4054651081081642,0.6061358035703155,1.0
p-0135,12,Little Red Dots,astrophysics,0,0.2006706954621514,0.2006706954621514,1.0
p-0136,6,Graviational Lens Modelling,astrophysics,1,0.4054651081081642,0.8109302162163285,1.0
p-0137,11,Little Red Dots,astrophysics,1,0.4054651081081642,1.504077396776274,1.0
p-0138,18,ORM library,coding,0,-0.2006706954621512,0.0,
p-0139,16,Database deletion,coding,0,0.4054651081081642,0.0,
p-0140,17,ORM library,coding,1,-1.324925414743599,-1.124254719281447,0.0
p-0141,4,Early Universe Galaxies,astrophysics,1,0.2006706954621514,-0.8979415932059583,0.0
p-0142,16,Database deletion,coding,1,0.2006706954621514,0.819709903868375,1.0
p-0143,14,Rust,coding,1,2.19722457733622,1.09861228866811,1.0
p-0144,23,Switch,brainteasers,1,0.2006706954621514,-0.646627164925052,0.0
p-0145,3,Early Universe Galaxies,astrophysics,1,-0.4054651081081643,-0.6061358035703157,0.0
p-0146,5,Graviational Lens Modelling,astrophysics,1,-0.8472978603872036,-1.252762968495368,0.0
p-0147,3,Early Universe Galaxies,astrophysics,1,2.19722457733622,2.19722457733622,1.0
p-0148,19,Prefix-sum,coding,1,-0.8472978603872036,-0.8472978603872036,0.0
p-0149,3,Early Universe Galaxies,astrophysics,1,-0.4054651081081643,-0.6061358035703157,0.0
p-0150,8,Internal Temperature of Stars,brainteasers,1,0.4054651081081642,0.365459773494465,1.0
p-0151,18,ORM library,coding,1,-0.4054651081081643,-0.204794412646013,0.0
p-0152,4,Early Universe Galaxies,astrophysics,0,1.152679509938386,-0.2336148511815053,0.0
p-0153,17,ORM library,coding,1,-0.6190392084062235,-0.4183685129440723,0.0
p-0154,2,Bergs,brainteasers,0,2.442347035369205,2.078381658167794,1.0
p-0155,18,ORM library,coding,0,-0.2006706954621512,0.4183685129440723,1.0
p-0156,2,Bergs,brainteasers,0,-0.4054651081081643,-0.4054651081081643,0.0
p-0157,24,Switch,brainteasers,1,1.09861228866811,1.09861228866811,1.0
p-0158,13,Rust,coding,1,2.442347035369205,2.442347035369205,1.0
p-0159,13,Rust,coding,0,2.19722457733622,1.349926716949016,1.0
p-0160,13,Rust,coding,0,0.08004270767353656,-0.1206279877886148,0.0
p-0161,4,Early Universe Galaxies,astrophysics,1,-0.4054651081081643,-0.8109302162163285,0.0
p-0162,15,Database deletion,coding,0,-0.3639653772014119,-0.1228033203845238,0.0
p-0163,23,Switch,brainteasers,0,0.6190392084062236,0.2135741002980594,1.0
p-0164,23,Switch,brainteasers,0,-2.94443897916644,-2.538973871058276,0.0
p-0165,19,Prefix-sum,coding,1,1.386294361119891,0.5389965007326873,1.0
p-0166,4,Early Universe Galaxies,astrophysics,0,-0.5322168137473082,-0.8140679658882957,0.0
p-0167,4,Early Universe Galaxies,astrophysics,0,0.0,0.0,
p-0168,8,Internal Temperature of Stars,brainteasers,0,0.5753641449035619,-1.159236910484545,0.0
p-0169,14,Rust,coding,1,1.09861228866811,1.09861228866811,1.0
p-0170,4,Early Universe Galaxies,astrophysics,1,0.8953840470548413,0.8953840470548413,1.0
p-0171,11,Little Red Dots,astrophysics,0,0.8953840470548413,1.558678264465105,1.0
p-0172,7,Internal Temperature of Stars,brainteasers,1,1.09861228866811,-3.496507561466479,0.0
p-0173,17,ORM library,coding,0,1.09861228866811,0.8979415932059583,1.0
p-0174,11,Little Red Dots,astrophysics,0,1.09861228866811,1.945910149055313,1.0
p-0175,19,Prefix-sum,coding,0,2.442347035369205,2.322202723527142,1.0
p-0176,2,Bergs,brainteasers,1,-2.94443897916644,-3.349904087274604,0.0
p-0177,9,Large Linear Structure,astrophysics,0,1.734601055388106,1.774606390001806,1.0
p-0178,21,Probability puzzle,brainteasers,0,-2.94443897916644,-3.349904087274604,0.0
p-0179,3,Early Universe Galaxies,astrophysics,1,1.324925414743599,0.1722459048052132,1.0
p-0180,7,Internal Temperature of Stars,brainteasers,1,2.313634929180631,0.9273405680607403,1.0
p-0181,21,Probability puzzle,brainteasers,1,-1.09861228866811,-0.4795730802618863,0.0
p-0182,15,Database deletion,coding,1,-0.3639653772014119,0.04149973090675235,1.0
p-0183,9,Large Linear Structure,astrophysics,0,-0.2006706954621512,0.4183685129440723,1.0
p-0184,1,Bergs,brainteasers,0,-4.59511985013459,0.0,
p-0185,23,Switch,brainteasers,0,0.2006706954621514,-0.2047944126460128,0.0
p-0186,7,Internal Temperature of Stars,brainteasers,1,0.2006706954621514,-0.2047944126460128,0.0
p-0187,4,Early Universe Galaxies,astrophysics,0,0.7537718023763803,-0.09352605801082314,0.0
p-0188,7,Internal Temperature of Stars,brainteasers,1,2.944438979166439,2.944438979166439,1.0
p-0189,16,Database deletion,coding,0,-0.4054651081081643,-0.4054651081081643,0.0
p-0190,22,Probability puzzle,brainteasers,0,-4.59511985013459,-3.747821989747386,0.0
p-0191,16,Database deletion,coding,0,-0.4054651081081643,0.4418327522790393,1.0
p-0192,10,Large Linear Structure,astrophysics,1,0.6190392084062236,1.717651497074333,1.0
p-0193,3,Early Universe Galaxies,astrophysics,1,1.386294361119891,-0.3483066942682156,0.0
p-0194,9,Large Linear Structure,astrophysics,0,0.8472978603872034,1.047968555849355,1.0
p-0195,22,Probability puzzle,brainteasers,1,-4.59511985013459,-1.65068087096815,0.0
p-0196,19,Prefix-sum,coding,1,-0.6190392084062235,-0.3371880562652356,0.0
p-0197,1,Bergs,brainteasers,1,2.19722457733622,3.931825632724326,1.0
p-0198,13,Rust,coding,1,2.090741096933769,2.090741096933769,1.0
p-0199,8,Internal Temperature of Stars,brainteasers,1,4.595119850134589,4.79579054559674,1.0
p-0200,2,Bergs,brainteasers,0,2.19722457733622,1.791759469228055,1.0
p-0201,9,Large Linear Structure,astrophysics,0,-0.2818511521409879,0.5654467082462157,1.0
p-0202,15,Database deletion,coding,1,0.0,-1.09861228866811,0.0
p-0203,17,ORM library,coding,1,-4.59511985013459,-3.49650756146648,0.0
p-0204,22,Probability puzzle,brainteasers,0,-0.4054651081081643,0.6931471805599455,1.0
p-0205,6,Graviational Lens Modelling,astrophysics,1,-0.2006706954621512,0.204794412646013,1.0
p-0206,19,Prefix-sum,coding,0,1.734601055388106,1.533930359925955,1.0
p-0207,18,ORM library,coding,1,2.19722457733622,1.791759469228055,1.0
p-0208,8,Internal Temperature of Stars,brainteasers,0,-0.4054651081081643,-0.4054651081081643,0.0
p-0209,3,Early Universe Galaxies,astrophysics,0,0.2006706954621514,0.0,
p-0210,7,Internal Temperature of Stars,brainteasers,0,0.2006706954621514,0.2006706954621514,1.0
p-0211,2,Bergs,brainteasers,0,-0.2006706954621512,-0.1206279877886147,0.0
p-0212,2,Bergs,brainteasers,1,3.891820298110626,3.891820298110626,1.0
p-0213,16,Database deletion,coding,0,-0.4054651081081643,-0.4054651081081643,0.0
p-0214,6,Graviational Lens Modelling,astrophysics,1,-1.09861228866811,-0.8979415932059586,0.0
p-0215,11,Little Red Dots,astrophysics,1,1.386294361119891,0.0,
p-0216,12,Little Red Dots,astrophysics,0,-0.2006706954621512,-0.2006706954621512,0.0
p-0217,6,Graviational Lens Modelling,astrophysics,0,-0.4054651081081643,-0.4054651081081643,0.0
p-0218,12,Little Red Dots,astrophysics,1,0.4054651081081642,0.8109302162163285,1.0
p-0219,1,Bergs,brainteasers,0,0.9444616088408513,0.4549133835221455,1.0
p-0220,12,Little Red Dots,astrophysics,0,0.9444616088408513,0.2362765509163652,1.0
p-0221,7,Internal Temperature of Stars,brainteasers,1,0.4054651081081642,0.4054651081081642,1.0
p-0222,10,Large Linear Structure,astrophysics,0,0.8953840470548413,1.742681907442045,1.0
p-0223,19,Prefix-sum,coding,1,4.595119850134589,3.496507561466479,1.0
p-0224,6,Graviational Lens Modelling,astrophysics,1,-0.3639653772014119,-0.1228033203845238,0.0
p-0225,23,Switch,brainteasers,0,1.386294361119891,1.185623665657739,1.0
p-0226,1,Bergs,brainteasers,1,-0.8472978603872036,-0.8472978603872036,0.0
p-0227,17,ORM library,coding,1,0.708185057924486,0.708185057924486,1.0
p-0228,3,Early Universe Galaxies,astrophysics,0,-2.197224577336219,-1.098612288668109,0.0
p-0229,11,Little Red Dots,astrophysics,0,-0.2818511521409879,-0.2818511521409879,0.0
p-0230,10,Large Linear Structure,astrophysics,0,0.0,0.2006706954621512,1.0
p-0231,7,Internal Temperature of Stars,brainteasers,1,4.595119850134589,3.931825632724324,1.0
p-0232,19,Prefix-sum,coding,1,1.386294361119891,0.287682072451781,1.0
p-0233,11,Little Red Dots,astrophysics,1,3.178053830347945,2.330755969960741,1.0
p-0234,23,Switch,brainteasers,0,0.0,-0.8472978603872034,0.0
p-0235,2,Bergs,brainteasers,1,-1.386294361119891,-0.9808292530117263,0.0
p-0236,22,Probability puzzle,brainteasers,0,0.708185057924486,-0.2362765509163652,0.0
p-0237,4,Early Universe Galaxies,astrophysics,1,0.8472978603872034,-1.349926716949016,0.0
p-0238,5,Graviational Lens Modelling,astrophysics,1,-1.09861228866811,-0.6931471805599455,0.0
p-0239,12,Little Red Dots,astrophysics,1,-1.265666373331276,-1.064995677869125,0.0
p-0240,8,Internal Temperature of Stars,brainteasers,1,1.386294361119891,0.9808292530117266,1.0
p-0241,20,Prefix-sum,coding,0,-1.386294361119891,-1.506438672961954,0.0
p-0242,20,Prefix-sum,coding,0,-1.386294361119891,-1.386294361119891,0.0
p-0243,22,Probability puzzle,brainteasers,1,1.386294361119891,2.772588722239782,1.0
p-0244,1,Bergs,brainteasers,0,0.4054651081081642,0.8109302162163285,1.0
p-0245,10,Large Linear Structure,astrophysics,1,0.0,0.0,
p-0246,22,Probability puzzle,brainteasers,1,-0.1603426500751794,-1.154965225219241,0.0
p-0247,22,Probability puzzle,brainteasers,0,-1.152679509938386,-0.6204626961910773,0.0
p-0248,14,Rust,coding,0,0.4054651081081642,0.4054651081081642,1.0
p-0249,24,Switch,brainteasers,1,-0.2006706954621512,0.0,
p-0250,15,Database deletion,coding,1,0.0,-0.4473122180436648,0.0
